source	target	contrast	inferred_activity	is_DE_target	mean_target_logFC	fisher_fdr	mirna_family	spaceflight_relevance
miR164	AT3G15170	FLT_CARA_vs_VEGGIE	DOWN (targets de-repressed)	True	3.4039416507062357	1.0	NAC1/CUC1/CUC2	Lateral root development is altered in microgravity; NAC1 mediates auxin signaling in roots
miR167	AT1G30330	FLT_CARA_vs_VEGGIE	DOWN (targets de-repressed)	True	2.8276487303406768	1.0	ARF6/ARF8	ARF6/8 regulate lateral root initiation; auxin redistribution in microgravity affects root architecture
miR167	AT2G33810	FLT_CARA_vs_VEGGIE	DOWN (targets de-repressed)	False	2.8276487303406768	1.0	ARF6/ARF8	ARF6/8 regulate lateral root initiation; auxin redistribution in microgravity affects root architecture
miR167	AT5G37020	FLT_CARA_vs_VEGGIE	DOWN (targets de-repressed)	True	2.8276487303406768	1.0	ARF6/ARF8	ARF6/8 regulate lateral root initiation; auxin redistribution in microgravity affects root architecture
miR172	AT2G28550	CFDmodel_Light_lightdark	UP (targets suppressed)	True	-0.5438918237400179	1.0	AP2/TOE1/TOE2/SMZ	Flowering time is altered in spaceflight
miR172	AT5G67030	CFDmodel_Light_lightdark	UP (targets suppressed)	True	-0.5438918237400179	1.0	AP2/TOE1/TOE2/SMZ	Flowering time is altered in spaceflight
miR172	AT4G36920	CFDmodel_Light_lightdark	UP (targets suppressed)	False	-0.5438918237400179	1.0	AP2/TOE1/TOE2/SMZ	Flowering time is altered in spaceflight
miR172	AT5G11560	CFDmodel_Light_lightdark	UP (targets suppressed)	False	-0.5438918237400179	1.0	AP2/TOE1/TOE2/SMZ	Flowering time is altered in spaceflight
miR408	AT2G44790	CFDmodel_Light_lightdark	UP (targets suppressed)	True	-1.21164932086828	1.0	Plantacyanin, laccase	Cell wall remodeling in microgravity
miR408	AT5G20230	CFDmodel_Light_lightdark	UP (targets suppressed)	True	-1.21164932086828	1.0	Plantacyanin, laccase	Cell wall remodeling in microgravity
miR156	AT2G42200	CFDmodel_Light_lightred_light	UNCHANGED	True	-0.0011322674927326248	1.0	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing
miR156	AT5G43270	CFDmodel_Light_lightred_light	UNCHANGED	False	-0.0011322674927326248	1.0	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing
miR156	AT1G20980	CFDmodel_Light_lightred_light	UNCHANGED	False	-0.0011322674927326248	1.0	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing
miR156	AT2G33810	CFDmodel_Light_lightred_light	UNCHANGED	False	-0.0011322674927326248	1.0	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing
miR156	AT3G15270	CFDmodel_Light_lightred_light	UNCHANGED	True	-0.0011322674927326248	1.0	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing
miR156	AT1G53160	CFDmodel_Light_lightred_light	UNCHANGED	False	-0.0011322674927326248	1.0	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing
miR156	AT5G50570	CFDmodel_Light_lightred_light	UNCHANGED	False	-0.0011322674927326248	1.0	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing
miR156	AT1G28550	CFDmodel_Light_lightred_light	UNCHANGED	False	-0.0011322674927326248	1.0	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing
miR156	AT2G42200	CFDmodel_Ecotype_ecotype_simpleWS	UNCHANGED	False	-0.1802959191011309	1.0	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing
miR156	AT5G43270	CFDmodel_Ecotype_ecotype_simpleWS	UNCHANGED	True	-0.1802959191011309	1.0	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing
miR156	AT1G20980	CFDmodel_Ecotype_ecotype_simpleWS	UNCHANGED	False	-0.1802959191011309	1.0	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing
miR156	AT2G33810	CFDmodel_Ecotype_ecotype_simpleWS	UNCHANGED	False	-0.1802959191011309	1.0	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing
miR156	AT3G15270	CFDmodel_Ecotype_ecotype_simpleWS	UNCHANGED	True	-0.1802959191011309	1.0	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing
miR156	AT1G53160	CFDmodel_Ecotype_ecotype_simpleWS	UNCHANGED	False	-0.1802959191011309	1.0	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing
miR156	AT5G50570	CFDmodel_Ecotype_ecotype_simpleWS	UNCHANGED	True	-0.1802959191011309	1.0	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing
miR156	AT1G28550	CFDmodel_Ecotype_ecotype_simpleWS	UNCHANGED	False	-0.1802959191011309	1.0	SPL (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE)	SPLs regulate juvenile-to-adult transition; spaceflight may alter developmental timing
miR171	AT2G45160	CFDmodel_Ecotype_ecotype_simpleother	UP (targets suppressed)	False	-1.1502243662678708	1.0	SCL6/SCL22/SCL27 (GRAS domain)	Meristem function is altered in microgravity
miR171	AT3G60150	CFDmodel_Ecotype_ecotype_simpleother	UP (targets suppressed)	True	-1.1502243662678708	1.0	SCL6/SCL22/SCL27 (GRAS domain)	Meristem function is altered in microgravity
miR171	AT4G00150	CFDmodel_Ecotype_ecotype_simpleother	UP (targets suppressed)	True	-1.1502243662678708	1.0	SCL6/SCL22/SCL27 (GRAS domain)	Meristem function is altered in microgravity
miR171	AT1G69170	CFDmodel_Ecotype_ecotype_simpleother	UP (targets suppressed)	False	-1.1502243662678708	1.0	SCL6/SCL22/SCL27 (GRAS domain)	Meristem function is altered in microgravity
miR408	AT2G44790	CFDmodel_Ecotype_ecotype_simpleother	UP (targets suppressed)	True	-2.343544564516705	1.0	Plantacyanin, laccase	Cell wall remodeling in microgravity
miR408	AT5G20230	CFDmodel_Ecotype_ecotype_simpleother	UP (targets suppressed)	True	-2.343544564516705	1.0	Plantacyanin, laccase	Cell wall remodeling in microgravity
