sample_name	osd_id	hardware	cfd_hardware	flight_final	gravity_key	organ_final	cfd_scale	gravity_g	g_bl_mol_m2_s	delta_mm	sherwood	dC_CO2_mean_bl	o2_excess_ppm_bl	u_max	Ra_H2O	dC_H2O_mean	dC_H2O_peak	dC_CO2_mean	dC_CO2_peak	dC_O2_mean	dC_O2_peak	surf_dC_H2O_hw	surf_dC_CO2_hw	dishmean_CO2_hw	carbon_12h_pct_earth	A_start_umol_m2_s	A_end_umol_m2_s	net_assimilation_pct	co2_drawdown_mean_ppm	co2_drawdown_peak_ppm	o2_buildup_mean_ppm	enclosure_type	co2_depletion_min	co2_stress_hr	o2_hypoxia_days	earth_equiv_fan_cm_s	has_forced_airflow	fan_cm_s
Atha_Col-0_sl-pool_GC_Rep8_R2-GC-B4	OSD-37	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_FLT_Rep1_G1S1_membrane	OSD-38	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_WT-Col-0_sl_FLT_Rep1_G1S1_soluble	OSD-38	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_WT-Col-0_sl_FLT_Rep2_G1S2_membrane	OSD-38	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_WT-Col-0_sl_FLT_Rep2_G1S2_soluble	OSD-38	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_WT-Col-0_sl_FLT_Rep3_G1S3_membrane	OSD-38	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_WT-Col-0_sl_FLT_Rep3_G1S3_soluble	OSD-38	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_WT-Col-0_sl_GC_Rep1_G2S1_membrane	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_GC_Rep1_G2S1_soluble	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_GC_Rep2_G2S2_membrane	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_GC_Rep2_G2S2_soluble	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_GC_Rep3_G2S3_membrane	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_GC_Rep3_G2S3_soluble	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_LN2_Rep1_n2-1_membrane	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_LN2_Rep1_n2-1_soluble	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_LN2_Rep2_n2-2_membrane	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_LN2_Rep2_n2-2_soluble	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_LN2_Rep3_n2-3_membrane	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_LN2_Rep3_n2-3_soluble	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_RNAlat_Rep1_rl1_membrane	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_RNAlat_Rep1_rl1_soluble	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_RNAlat_Rep2_rl2_membrane	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_RNAlat_Rep2_rl2_soluble	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_RNAlat_Rep3_rl3_membrane	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_RNAlat_Rep3_rl3_soluble	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_FLT_Rep1_G1S1	OSD-38	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_WT-Col-0_sl_FLT_Rep2_G1S2	OSD-38	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_WT-Col-0_sl_FLT_Rep3_G1S3	OSD-38	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_WT-Col-0_sl_GC_Rep1_G2S1	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_GC_Rep2_G2S2	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_GC_Rep3_G2S3	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_LN2_Rep1_n2-1	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_LN2_Rep2_n2-2	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_LN2_Rep3_n2-3	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_RNAlat_Rep1_rl1	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_RNAlat_Rep2_rl2	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_WT-Col-0_sl_RNAlat_Rep3_rl3	OSD-38	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_Col-0_wo_WT_FLT_Rep1	OSD-44	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_Col-0_wo_WT_FLT_Rep2	OSD-44	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_Col-0_wo_WT_FLT_Rep3	OSD-44	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_Col-0_wo_WT_GC_Rep1	OSD-44	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_Col-0_wo_WT_GC_Rep2	OSD-44	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_Col-0_wo_WT_GC_Rep3	OSD-44	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_Col-0_wo_act2-3_FLT_Rep1	OSD-44	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_Col-0_wo_act2-3_FLT_Rep2	OSD-44	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_Col-0_wo_act2-3_FLT_Rep3	OSD-44	BRIC	BRIC	FLT	ug	whole_seedling	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
Atha_Col-0_wo_act2-3_GC_Rep1	OSD-44	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_Col-0_wo_act2-3_GC_Rep2	OSD-44	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_Col-0_wo_act2-3_GC_Rep3	OSD-44	BRIC	BRIC	GC	earth	whole_seedling	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
Atha_Col-0-PhyD_root_FLT_Alight_Rep1_GSM2493783_Day03	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_FLT_Alight_Rep1_GSM2493783_Day06	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_FLT_Alight_Rep1_GSM2493783_Day09	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_FLT_Alight_Rep1_GSM2493783_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_FLT_Alight_Rep2_GSM2493784_Day03	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_FLT_Alight_Rep2_GSM2493784_Day06	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_FLT_Alight_Rep2_GSM2493784_Day09	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_FLT_Alight_Rep2_GSM2493784_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_FLT_Alight_Rep3_GSM2493785_Day03	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_FLT_Alight_Rep3_GSM2493785_Day06	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_FLT_Alight_Rep3_GSM2493785_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_FLT_dark_Rep1_GSM2493792_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_FLT_dark_Rep2_GSM2493793_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_FLT_dark_Rep3_GSM2493794_Day13	OSD-120	CARA	CARA	FLT	ug	root	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.232	0.306	-0.086	90.0	3.82	3.47	98.0	7.8	8.9	5.1	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_GC_Alight_Rep1_GSM2493765_Day00	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_GC_Alight_Rep1_GSM2493765_Day03	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_GC_Alight_Rep1_GSM2493765_Day06	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_GC_Alight_Rep1_GSM2493765_Day09	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_GC_Alight_Rep1_GSM2493765_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_GC_Alight_Rep2_GSM2493766_Day03	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_GC_Alight_Rep2_GSM2493766_Day06	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_GC_Alight_Rep2_GSM2493766_Day09	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_GC_Alight_Rep2_GSM2493766_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_GC_Alight_Rep3_GSM2493767_Day03	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_GC_Alight_Rep3_GSM2493767_Day06	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_GC_Alight_Rep3_GSM2493767_Day09	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_GC_Alight_Rep3_GSM2493767_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_GC_dark_Rep1_GSM2493774_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
Atha_Col-0-PhyD_root_GC_dark_Rep2_GSM2493775_Day13	OSD-120	CARA	CARA	GC	earth	root	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	semi-permeable				2.8	0	0.0
